Crude_Blend,API_Gravity,Inlet_BSW,Inlet_Salt_PTB,Target_Risk_Class
Basrah Heavy,22.43,1.111,15.84,Medium
Arab Light,36.66,1.207,39.52,Medium
Bonny Light,42.66,0.483,10.0,Low
Basrah Heavy,22.12,1.33,28.57,High
Arab Light,33.05,0.928,11.55,Low
Basrah Heavy,22.56,2.5,29.29,High
Basrah Heavy,22.47,2.5,34.23,Medium
Basrah Heavy,26.69,1.45,28.62,High
Ural,32.95,0.828,18.81,Low
Bonny Light,42.54,0.399,11.2,Low
Basrah Heavy,22.97,2.5,30.36,High
Basrah Heavy,28.3,2.146,54.25,High
Basrah Heavy,23.22,1.793,33.14,High
Basrah Heavy,22.93,1.407,13.66,Medium
Arab Light,32.55,1.575,22.56,Low
Ural,31.39,2.034,29.43,Medium
Arab Light,32.94,0.633,10.0,Low
Arab Light,34.4,0.885,27.3,Low
Arab Light,35.19,1.363,13.86,Low
Basrah Heavy,28.37,1.381,15.75,Low
Basrah Heavy,21.64,1.497,13.3,High
Bonny Light,41.8,0.519,22.01,Low
Ural,30.45,1.381,25.51,Medium
Bonny Light,35.35,0.606,23.4,Low
Bonny Light,43.77,0.372,27.39,High
Arab Light,34.43,1.09,19.54,Low
Bonny Light,44.19,0.281,10.0,Low
Arab Light,37.42,0.584,15.31,Low
Basrah Heavy,24.81,1.304,15.07,High
Basrah Heavy,22.68,1.217,23.47,High
Basrah Heavy,25.4,2.068,37.08,High
Basrah Heavy,27.86,0.977,11.13,Medium
Arab Light,28.09,1.457,22.86,Medium
Ural,35.36,0.788,14.43,Low
Ural,28.16,1.062,17.29,Low
Arab Light,32.91,1.706,31.5,Medium
Basrah Heavy,25.35,1.47,24.92,Medium
Ural,30.11,0.977,14.84,Low
Arab Light,39.29,0.495,11.54,Low
Basrah Heavy,24.08,1.824,24.74,High
Basrah Heavy,21.45,2.388,28.88,High
Basrah Heavy,24.44,2.492,30.23,High
Basrah Heavy,27.79,1.304,26.35,Low
Ural,37.12,0.726,10.0,Low
Ural,31.25,1.216,22.91,Medium
Ural,36.03,0.907,21.32,Low
Basrah Heavy,23.48,1.266,38.95,Medium
Ural,33.99,1.646,21.82,Medium
Ural,31.0,1.187,22.51,Medium
Basrah Heavy,24.11,1.951,33.39,High
Arab Light,31.22,1.35,23.69,Medium
Arab Light,35.87,0.998,10.0,Low
Arab Light,37.65,0.529,10.0,Low
Basrah Heavy,24.01,1.621,20.93,Medium
Arab Light,28.88,2.5,29.66,Medium
Basrah Heavy,28.69,2.31,30.7,Medium
Basrah Heavy,21.35,1.896,51.23,High
Basrah Heavy,27.22,1.248,10.91,Medium
Bonny Light,39.77,0.284,16.2,Low
Basrah Heavy,29.6,1.065,10.0,Medium
Arab Light,34.95,0.9,19.75,Low
Basrah Heavy,31.23,1.041,10.84,Medium
Bonny Light,38.39,0.646,18.88,Low
Arab Light,32.8,1.321,28.35,Medium
Bonny Light,41.98,0.335,10.0,Low
Basrah Heavy,25.55,1.679,26.15,High
Basrah Heavy,23.3,1.607,23.59,High
Arab Light,35.54,0.652,10.0,Low
Basrah Heavy,27.91,2.471,20.19,Medium
Ural,31.79,1.464,26.51,High
Bonny Light,42.6,0.331,30.46,Low
Arab Light,37.66,0.901,14.18,Low
Bonny Light,40.9,0.335,10.0,Low
Arab Light,37.04,0.627,10.0,Low
Basrah Heavy,25.09,2.476,30.04,High
Arab Light,31.58,1.29,10.0,Low
Basrah Heavy,20.0,2.068,14.74,High
Ural,29.7,1.781,17.63,Low
Basrah Heavy,26.09,1.848,29.42,Medium
Basrah Heavy,23.96,1.483,25.59,Medium
Arab Light,35.88,1.201,24.67,Low
Basrah Heavy,31.98,0.617,10.1,Low
Basrah Heavy,22.39,1.368,16.8,Medium
Ural,32.73,1.031,26.75,Low
Basrah Heavy,23.69,1.993,22.85,High
Arab Light,34.59,0.846,10.0,Low
Basrah Heavy,31.06,0.629,10.0,Low
Basrah Heavy,25.0,0.796,21.44,Medium
Basrah Heavy,26.34,1.441,23.99,Medium
Ural,36.2,0.715,13.18,Low
Bonny Light,42.62,0.316,10.0,Low
Basrah Heavy,27.9,0.944,19.72,Medium
Bonny Light,41.75,0.514,10.16,Low
Arab Light,35.04,1.45,12.09,Low
Arab Light,37.1,0.825,21.43,Low
Ural,33.0,1.664,20.17,Medium
Ural,33.31,0.904,16.54,High
Ural,30.87,1.385,31.34,Low
Arab Light,38.32,1.139,20.54,Low
Arab Light,37.07,0.747,19.99,Low
Basrah Heavy,22.84,1.715,22.84,High
Basrah Heavy,26.39,1.292,26.55,High
Ural,29.08,1.6,14.31,Medium
Basrah Heavy,25.22,2.122,15.79,High
Basrah Heavy,25.47,1.732,14.77,High
Basrah Heavy,26.9,1.329,16.53,Medium
Basrah Heavy,25.47,0.906,21.34,Medium
Arab Light,32.03,1.093,13.77,Low
Arab Light,33.4,0.958,21.49,Low
Arab Light,34.89,1.009,17.85,Low
Basrah Heavy,27.7,1.447,40.54,High
Arab Light,32.8,1.842,25.07,Medium
Arab Light,35.87,0.679,10.0,Low
Ural,34.41,0.553,16.99,Low
Arab Light,36.46,0.555,13.33,Low
Arab Light,36.2,0.677,10.0,Low
Arab Light,36.34,1.221,17.37,Low
Bonny Light,42.17,0.294,10.0,Low
Ural,32.13,0.736,13.52,Low
Arab Light,31.47,1.326,12.52,Low
Arab Light,32.35,1.469,38.38,Medium
Basrah Heavy,26.84,0.839,10.0,Medium
Bonny Light,43.86,0.191,22.13,Low
Basrah Heavy,24.93,1.189,18.09,High
Basrah Heavy,23.84,2.059,19.25,High
Bonny Light,42.34,0.476,28.79,Low
Ural,34.15,0.751,10.0,Low
Basrah Heavy,25.2,2.006,18.76,High
Basrah Heavy,23.96,1.7,20.88,High
Basrah Heavy,23.71,1.583,16.16,High
Arab Light,34.85,0.529,11.8,Low
Basrah Heavy,26.09,1.139,22.57,Medium
Bonny Light,38.48,1.387,11.75,Low
Bonny Light,43.02,0.363,12.84,Low
Arab Light,37.18,0.56,18.53,Low
Arab Light,36.23,0.738,10.0,Low
Basrah Heavy,26.01,1.56,22.49,High
Basrah Heavy,24.92,2.134,24.72,High
Ural,29.78,1.561,14.61,Medium
Basrah Heavy,23.03,1.332,13.28,Medium
Basrah Heavy,25.15,2.422,22.04,High
Basrah Heavy,28.98,1.738,19.29,Medium
Basrah Heavy,26.51,1.253,15.4,High
Arab Light,35.5,0.851,27.83,Low
Ural,28.27,1.669,24.66,Medium
Ural,30.97,1.718,25.32,Medium
Arab Light,37.17,0.46,12.66,Low
Ural,29.54,1.303,20.58,High
Arab Light,31.68,1.122,20.9,Medium
Ural,27.41,1.152,10.72,Medium
Arab Light,34.41,0.784,13.77,Low
Basrah Heavy,27.37,2.039,19.16,Medium
Bonny Light,41.26,0.629,21.65,Low
Basrah Heavy,31.8,2.355,23.72,Low
Basrah Heavy,23.84,1.34,22.86,High
Basrah Heavy,25.86,1.58,26.42,Medium
Arab Light,36.76,0.902,17.68,Low
Arab Light,34.46,1.309,20.28,Medium
Arab Light,35.25,1.457,20.3,Low
Bonny Light,38.21,0.74,19.81,Low
Basrah Heavy,24.1,1.104,12.09,Medium
Arab Light,37.76,0.581,15.52,Low
Basrah Heavy,30.5,1.272,10.0,Low
Ural,30.89,1.755,18.55,High
Basrah Heavy,30.91,0.713,10.75,Low
Basrah Heavy,23.56,1.098,10.0,High
Arab Light,31.58,1.487,21.78,Medium
Ural,27.93,0.874,10.59,Medium
Ural,35.52,0.599,23.68,Low
Arab Light,33.57,1.508,18.94,Low
Ural,28.82,1.219,23.19,Medium
Arab Light,29.59,1.142,26.15,Medium
Basrah Heavy,24.05,2.5,32.65,High
Basrah Heavy,24.45,1.101,14.61,High
Basrah Heavy,26.27,0.951,15.99,Medium
Basrah Heavy,24.53,2.5,19.69,High
Arab Light,34.04,1.067,22.06,Low
Arab Light,30.51,1.534,41.77,High
Arab Light,31.89,1.005,24.13,Low
Arab Light,34.1,0.943,13.02,Low
Ural,32.82,0.83,12.65,Low
Ural,33.53,1.135,25.66,Low
Basrah Heavy,26.42,1.967,12.0,High
Basrah Heavy,23.96,1.743,14.59,Medium
Arab Light,35.97,1.246,13.87,Low
Arab Light,30.27,1.544,16.78,Low
Basrah Heavy,25.14,1.076,10.0,Medium
Basrah Heavy,27.14,1.354,22.6,Medium
Ural,30.48,1.035,13.87,Low
Arab Light,29.11,1.69,19.33,Medium
Basrah Heavy,26.08,1.754,23.65,Medium
Arab Light,38.18,0.751,10.0,Low
Bonny Light,40.07,0.852,14.47,Low
Basrah Heavy,26.66,0.757,10.0,High
Bonny Light,37.54,0.615,16.24,Low
Basrah Heavy,30.81,0.992,25.9,Low
Arab Light,36.79,0.882,20.44,Low
Arab Light,31.24,1.41,15.78,Medium
Basrah Heavy,23.66,1.646,25.85,High
Bonny Light,42.77,0.268,10.0,Low
Arab Light,34.78,1.079,17.58,Low
Bonny Light,42.21,0.482,15.4,Low
Basrah Heavy,23.91,0.976,10.0,High
Bonny Light,38.84,0.61,10.0,Low
Bonny Light,40.4,0.657,12.04,Low
Arab Light,38.53,1.241,13.08,Low
Basrah Heavy,22.04,1.196,17.6,Medium
Ural,28.82,1.737,23.35,Medium
Arab Light,32.89,0.725,10.23,Low
Bonny Light,38.52,0.447,10.0,Low
Arab Light,30.51,0.791,10.0,Low
Basrah Heavy,25.08,1.923,25.82,High
Basrah Heavy,23.58,1.729,28.64,Medium
Ural,33.88,0.89,10.0,Low
Bonny Light,40.96,0.635,18.96,Low
Basrah Heavy,22.02,1.777,25.65,High
Ural,31.47,1.193,23.0,Medium
Bonny Light,40.64,0.504,22.15,Low
Basrah Heavy,27.06,0.998,12.48,Medium
Basrah Heavy,25.99,2.5,36.76,High
Ural,28.73,2.16,35.77,High
Arab Light,36.17,1.478,11.78,Low
Basrah Heavy,33.19,0.859,15.97,High
Ural,28.07,1.075,17.52,Low
Arab Light,29.61,1.096,27.91,Low
Bonny Light,38.64,1.003,42.89,Low
Bonny Light,41.97,0.476,16.93,Low
Ural,27.96,1.135,36.35,Medium
Arab Light,35.8,0.989,11.36,Low
Basrah Heavy,30.06,0.957,20.23,Low
Arab Light,37.28,0.483,11.33,Medium
Basrah Heavy,20.31,1.947,27.69,High
Ural,31.35,0.964,21.32,Low
Basrah Heavy,26.11,1.483,27.26,Medium
Arab Light,35.14,0.357,10.0,Low
Basrah Heavy,24.58,1.162,16.53,High
Basrah Heavy,21.4,1.764,28.79,High
Basrah Heavy,23.17,0.987,18.44,High
Arab Light,34.95,0.551,10.0,Low
Ural,32.05,1.126,16.42,Low
Basrah Heavy,23.74,2.099,34.24,High
Bonny Light,38.34,0.518,10.0,Low
Bonny Light,41.86,0.441,11.23,Low
Basrah Heavy,29.89,1.148,10.0,Medium
Ural,28.64,0.769,24.39,Low
Arab Light,36.75,1.226,45.09,Low
Basrah Heavy,24.55,1.492,33.18,High
Arab Light,31.54,1.076,13.49,Low
Basrah Heavy,23.91,1.859,19.87,High
Bonny Light,39.19,0.379,20.48,Low
Bonny Light,44.56,0.428,19.42,Low
Ural,36.53,1.19,32.65,Medium
Arab Light,37.77,0.782,14.57,Medium
Arab Light,32.1,1.302,12.08,Medium
Bonny Light,41.54,0.449,11.82,Low
Basrah Heavy,21.46,2.418,27.28,High
Basrah Heavy,22.58,1.287,41.45,Medium
Arab Light,33.34,1.016,21.9,High
Basrah Heavy,24.12,1.633,11.37,Medium
Basrah Heavy,26.83,1.425,25.69,Medium
Basrah Heavy,22.0,2.5,38.47,High
Arab Light,32.69,2.3,35.21,Medium
Basrah Heavy,25.78,1.454,27.72,Medium
Basrah Heavy,27.74,1.634,23.75,Medium
Basrah Heavy,21.96,1.326,17.92,High
Arab Light,34.13,1.403,12.56,Medium
Bonny Light,35.71,0.731,30.18,Low
Basrah Heavy,26.35,2.5,33.34,High
Ural,31.88,0.625,10.0,Medium
Ural,29.11,2.5,30.01,High
Basrah Heavy,24.84,2.223,19.04,High
Ural,31.13,0.789,15.64,Low
Ural,34.13,2.201,37.6,Medium
Arab Light,32.99,0.759,20.12,Low
Basrah Heavy,24.56,1.424,29.43,Medium
Basrah Heavy,23.55,1.051,25.55,Medium
Bonny Light,42.97,0.391,14.79,Low
Ural,29.85,1.228,17.56,Medium
Bonny Light,40.91,0.727,11.83,Low
Bonny Light,41.69,1.159,32.34,Low
Basrah Heavy,22.73,1.426,24.81,High
Ural,26.42,0.561,16.72,Medium
Arab Light,30.89,1.486,25.25,Low
Ural,29.55,1.048,15.18,Medium
Basrah Heavy,28.92,2.477,32.26,High
Basrah Heavy,25.92,1.484,16.37,High
Ural,30.16,0.944,13.09,Medium
Ural,33.57,0.711,20.12,Low
Arab Light,38.57,0.862,19.71,Low
Basrah Heavy,30.89,1.076,10.0,Low
Basrah Heavy,26.07,2.495,35.2,Medium
Bonny Light,39.16,0.609,21.05,Low
Arab Light,36.09,1.398,18.17,Low
Arab Light,36.35,0.515,12.68,Low
Arab Light,35.55,0.482,17.68,Low
Arab Light,38.35,0.946,11.32,Low
Arab Light,31.65,0.966,10.0,Medium
Arab Light,35.73,0.798,10.0,Low
Ural,30.86,0.833,11.93,Low
Bonny Light,38.72,0.468,10.4,Low
Bonny Light,42.13,0.582,16.01,Low
Arab Light,32.35,1.084,27.25,Medium
Arab Light,36.63,0.564,11.62,Low
Ural,27.39,1.857,19.86,Medium
Ural,31.76,1.703,14.92,Medium
Arab Light,33.97,0.951,11.79,Low
Ural,28.75,1.877,19.22,High
Ural,34.1,0.69,15.23,Low
Ural,29.58,1.552,16.61,Low
Ural,30.26,1.296,17.09,Medium
Basrah Heavy,23.18,1.272,16.2,Medium
Arab Light,36.35,1.714,23.09,Medium
Arab Light,36.61,0.888,20.68,Low
Basrah Heavy,27.25,1.153,21.27,High
Bonny Light,43.63,0.372,10.0,Low
Arab Light,37.0,0.586,10.0,Low
Basrah Heavy,27.36,0.941,22.92,Medium
Ural,35.0,0.788,24.12,Low
Ural,31.55,1.0,10.0,Low
Ural,32.23,0.829,10.0,Low
Arab Light,28.33,2.089,39.89,Medium
Bonny Light,39.11,0.504,10.0,Low
Arab Light,30.78,0.86,10.55,Low
Arab Light,38.71,0.452,10.11,Low
Basrah Heavy,29.65,0.807,10.0,Medium
Arab Light,35.13,1.309,14.29,Low
Ural,33.26,1.131,12.87,Low
Arab Light,30.45,1.544,22.48,Medium
Arab Light,36.9,1.143,10.0,Medium
Ural,27.27,1.26,25.59,Low
Ural,34.4,1.607,10.0,Low
Basrah Heavy,26.02,1.201,10.0,Medium
Bonny Light,44.24,0.225,24.1,Low
Ural,35.12,1.042,13.75,Low
Bonny Light,44.56,0.326,10.0,Low
Bonny Light,40.67,0.588,10.0,Low
Bonny Light,40.47,0.816,10.0,Low
Ural,34.92,0.962,15.89,Low
Arab Light,32.31,1.22,10.0,Medium
Basrah Heavy,29.2,2.081,20.3,Medium
Arab Light,30.21,1.348,24.06,Medium
Ural,33.36,1.221,19.56,Low
Arab Light,32.79,0.647,11.21,Low
Bonny Light,42.15,1.707,22.83,High
Basrah Heavy,22.54,0.985,21.22,Low
Arab Light,37.02,0.656,10.38,Low
Arab Light,31.58,0.934,22.58,Low
Arab Light,36.73,1.696,22.04,Medium
Basrah Heavy,21.69,1.437,28.96,High
Basrah Heavy,27.55,1.632,22.14,High
Ural,30.67,0.984,10.0,Low
Arab Light,39.04,0.461,10.0,Low
Basrah Heavy,24.1,1.977,24.04,High
Basrah Heavy,30.16,0.957,42.69,Low
Arab Light,33.4,1.101,11.87,Low
Basrah Heavy,21.86,2.194,46.45,High
Ural,33.97,1.925,31.74,Medium
Ural,32.98,0.676,21.92,Low
Basrah Heavy,21.94,1.666,26.96,High
Arab Light,32.48,1.042,36.96,Low
Basrah Heavy,23.96,1.628,17.0,High
Basrah Heavy,21.77,2.5,36.08,High
Bonny Light,37.33,0.727,10.0,Low
Arab Light,32.12,0.458,10.0,Low
Bonny Light,41.88,0.449,17.34,Low
Basrah Heavy,24.72,1.515,29.1,Medium
Basrah Heavy,24.37,1.472,23.56,High
Arab Light,36.26,0.654,10.0,Low
Arab Light,34.52,0.6,10.0,Low
Bonny Light,41.18,1.121,10.0,Low
Basrah Heavy,22.04,1.957,23.44,High
Bonny Light,44.47,0.296,10.0,Low
Bonny Light,42.62,0.915,11.49,Medium
Arab Light,30.07,0.913,11.32,Low
Basrah Heavy,20.22,2.305,37.96,Medium
Arab Light,35.72,0.566,10.0,High
Basrah Heavy,22.64,2.227,46.23,High
Ural,31.3,0.779,11.63,Low
Arab Light,30.65,1.415,24.23,Medium
Bonny Light,41.72,0.975,18.05,Low
Arab Light,31.15,1.207,18.83,Medium
Arab Light,32.73,0.495,19.66,Low
Ural,33.25,1.047,16.38,Medium
Arab Light,34.57,1.123,13.18,Low
Bonny Light,38.09,0.993,22.14,Medium
Basrah Heavy,20.25,2.5,21.84,High
Bonny Light,41.35,0.879,12.74,Low
Ural,31.74,1.08,24.58,Low
Bonny Light,40.13,0.471,10.72,Low
Arab Light,37.07,0.534,15.87,Low
Ural,31.31,0.958,18.12,Medium
Basrah Heavy,22.14,2.061,21.19,Medium
Ural,36.74,0.506,11.28,Low
Basrah Heavy,26.82,1.045,10.13,Medium
Basrah Heavy,26.88,1.755,31.82,Medium
Arab Light,33.74,0.799,12.28,Low
Basrah Heavy,28.12,1.55,30.98,Medium
Arab Light,35.77,0.656,11.97,Low
Ural,33.94,1.094,21.39,Low
Basrah Heavy,25.22,1.181,11.25,High
Ural,29.4,0.658,21.93,Low
Basrah Heavy,27.12,1.992,10.0,Medium
Ural,27.85,1.081,15.89,Low
Ural,33.69,0.922,12.34,Low
Arab Light,37.42,0.602,10.0,Low
Ural,28.75,1.599,50.11,Medium
Bonny Light,40.4,0.648,10.0,Low
Ural,34.97,1.117,37.94,Low
Arab Light,32.55,0.89,31.09,Low
Arab Light,34.55,0.934,10.0,Low
Ural,31.36,1.336,18.7,Low
Basrah Heavy,21.03,2.5,27.63,High
Ural,28.15,1.514,16.05,High
Basrah Heavy,25.03,1.098,16.93,High
Ural,32.47,1.19,20.07,Low
Basrah Heavy,26.91,1.358,29.63,High
Basrah Heavy,23.81,0.814,10.0,Medium
Bonny Light,38.08,0.38,10.0,Low
Bonny Light,42.28,0.446,10.0,Low
Bonny Light,40.77,0.556,10.0,Low
Bonny Light,43.49,0.342,10.68,Low
Arab Light,30.68,1.633,19.84,Medium
Basrah Heavy,26.42,1.06,10.0,Medium
Basrah Heavy,25.65,0.936,18.03,Medium
Arab Light,33.57,0.759,10.0,Low
Basrah Heavy,24.47,1.289,27.79,Medium
Bonny Light,43.81,0.351,11.53,Low
Basrah Heavy,20.2,1.413,17.44,Medium
Basrah Heavy,27.74,0.655,10.0,Low
Basrah Heavy,27.54,0.569,15.09,Medium
Basrah Heavy,23.83,1.708,21.82,High
Basrah Heavy,27.08,0.962,16.07,Low
Ural,33.57,0.502,13.12,Low
Basrah Heavy,22.71,2.125,30.72,Medium
Arab Light,38.49,1.2,20.25,Low
Bonny Light,40.33,0.562,27.55,Low
Arab Light,37.66,0.826,19.84,Low
Ural,31.48,1.264,20.58,Low
Arab Light,30.6,0.535,12.69,Low
Basrah Heavy,28.11,1.86,17.17,Medium
Basrah Heavy,23.87,2.5,18.7,High
Bonny Light,38.0,1.388,10.0,Medium
Arab Light,38.59,0.594,17.29,Low
Basrah Heavy,26.9,0.968,15.74,Medium
Arab Light,32.25,1.766,27.99,Medium
Ural,34.07,1.168,31.19,Medium
Ural,27.61,1.894,22.76,Medium
Arab Light,32.86,0.844,10.0,Low
Bonny Light,41.22,0.576,20.87,Low
Ural,33.56,0.701,12.15,Low
Arab Light,35.37,0.896,11.3,Low
Basrah Heavy,22.56,1.521,15.89,High
Basrah Heavy,23.51,2.5,33.15,Medium
Bonny Light,41.73,0.595,17.05,Low
Arab Light,32.75,0.502,23.01,Low
Arab Light,34.15,0.976,10.0,Low
Arab Light,33.21,1.179,10.76,Low
Basrah Heavy,21.07,1.536,22.12,High
Ural,33.06,0.711,16.01,Low
Basrah Heavy,23.29,2.105,34.38,High
Ural,32.42,0.776,24.4,Low
Arab Light,33.08,1.278,19.63,Low
Basrah Heavy,30.48,0.84,25.7,Low
Basrah Heavy,21.39,1.487,19.82,High
Ural,32.3,1.529,20.27,Low
Basrah Heavy,22.02,2.079,23.39,High
Basrah Heavy,28.54,1.35,11.85,Low
Ural,31.07,1.161,10.0,Medium
Arab Light,33.91,1.023,17.64,Low
Arab Light,36.48,0.627,21.52,Low
Basrah Heavy,28.48,0.787,10.17,Medium
Bonny Light,36.81,0.984,25.9,Low
Basrah Heavy,24.81,2.5,41.11,High
Basrah Heavy,20.73,2.267,24.16,High
Basrah Heavy,23.13,1.837,12.32,High
Basrah Heavy,23.34,1.092,15.2,Medium
Basrah Heavy,25.08,2.116,18.53,High
Basrah Heavy,26.18,1.759,30.93,Medium
Basrah Heavy,21.14,2.359,29.16,High
Arab Light,33.5,1.461,10.0,Low
Bonny Light,38.53,1.213,21.74,Low
Basrah Heavy,27.81,0.935,24.92,Low
Basrah Heavy,23.9,1.039,17.16,High
Bonny Light,36.44,0.874,12.04,Low
Bonny Light,39.21,0.472,14.66,Low
Ural,28.83,0.897,31.51,Low
Basrah Heavy,23.12,2.5,39.3,High
Arab Light,34.6,0.665,10.0,Low
Basrah Heavy,23.19,1.671,23.38,High
Basrah Heavy,20.77,1.035,10.26,High
Arab Light,37.61,0.772,11.07,Low
Arab Light,36.58,1.242,30.15,Low
Arab Light,33.92,1.515,22.04,Medium
Arab Light,33.47,1.47,14.12,Medium
Basrah Heavy,27.2,1.382,17.49,Low
Basrah Heavy,21.53,2.5,34.85,High
Ural,29.92,1.449,16.26,Low
Bonny Light,41.78,0.419,13.04,Low
Basrah Heavy,24.22,1.842,19.96,Medium
Arab Light,38.07,0.989,13.58,Low
Basrah Heavy,28.43,0.843,28.29,Low
Basrah Heavy,21.11,1.249,19.53,Medium
Ural,31.23,1.106,21.68,Low
Basrah Heavy,25.52,0.996,17.24,Medium
Arab Light,31.78,0.732,10.0,Low
Arab Light,35.83,0.75,10.0,Low
Basrah Heavy,24.44,2.26,39.3,High
Basrah Heavy,23.71,2.311,38.44,High
Basrah Heavy,26.22,1.66,22.57,Medium
Bonny Light,42.39,0.478,10.0,Low
Arab Light,35.29,1.875,13.39,Medium
Arab Light,30.98,0.976,39.23,Low
Basrah Heavy,23.45,1.807,15.5,High
Arab Light,32.94,0.857,10.45,Low
Basrah Heavy,24.34,1.022,12.69,High
Arab Light,30.02,1.878,18.09,Medium
Ural,29.82,1.126,17.43,Medium
Arab Light,38.45,0.894,36.57,Low
Basrah Heavy,26.8,1.327,17.99,Medium
Basrah Heavy,27.1,2.208,28.83,High
Basrah Heavy,23.66,1.162,22.82,Medium
Arab Light,37.31,1.163,25.13,Low
Bonny Light,42.59,0.597,13.54,Low
Basrah Heavy,26.38,0.786,10.0,Low
Arab Light,29.02,1.088,22.31,Low
Ural,27.17,2.034,40.02,Medium
Basrah Heavy,21.8,2.5,17.95,High
Basrah Heavy,25.69,1.949,19.93,High
Basrah Heavy,25.28,1.343,22.11,Medium
Ural,28.6,0.948,21.5,Medium
Arab Light,36.26,1.026,13.72,Medium
Ural,28.59,1.147,24.91,Low
Bonny Light,42.1,0.409,22.16,Low
Ural,36.1,0.787,17.37,Low
Bonny Light,41.66,0.675,20.53,Low
Ural,33.1,1.963,23.28,Low
Bonny Light,42.81,0.605,10.0,Low
Ural,33.5,1.021,10.59,Low
Ural,33.73,0.732,33.15,Low
Ural,33.97,1.248,29.1,Medium
Bonny Light,36.77,1.448,13.6,Low
Arab Light,37.38,1.093,10.32,Low
Arab Light,30.94,1.271,24.07,Medium
Arab Light,37.83,0.624,46.36,Low
Bonny Light,37.0,0.896,16.39,Low
Arab Light,33.1,1.563,15.85,Medium
Ural,27.67,1.508,28.49,Medium
Ural,30.22,1.184,30.34,Medium
Bonny Light,43.21,0.312,15.79,Low
Basrah Heavy,31.61,2.5,32.86,Low
Ural,31.77,0.826,10.0,Low
Ural,30.99,0.835,23.13,Low
Bonny Light,38.48,0.741,19.77,Low
Bonny Light,36.83,0.75,12.07,High
Arab Light,36.27,1.203,10.08,Low
Arab Light,37.32,1.12,14.59,Low
Basrah Heavy,21.08,1.185,18.26,Medium
Bonny Light,37.89,0.566,18.92,Low
Basrah Heavy,28.5,0.985,28.49,Medium
Ural,29.38,1.686,30.08,Medium
Ural,28.75,1.535,20.42,Medium
Arab Light,35.84,0.762,13.29,Low
Basrah Heavy,27.26,1.528,30.63,Medium
Basrah Heavy,20.48,1.248,21.63,Medium
Bonny Light,42.34,0.349,16.19,Low
Arab Light,35.71,0.556,10.48,Low
Basrah Heavy,25.28,1.624,31.18,High
Ural,34.7,0.989,24.91,Medium
Basrah Heavy,29.29,0.912,11.83,Low
Bonny Light,41.56,0.582,34.56,Low
Basrah Heavy,25.21,2.241,19.12,High
Basrah Heavy,30.1,0.861,16.04,Low
Basrah Heavy,26.08,1.331,11.58,High
Arab Light,37.04,0.947,20.72,Low
Arab Light,34.48,0.953,27.22,Low
Ural,33.38,0.634,18.77,Low
Arab Light,36.6,0.702,11.38,Low
Basrah Heavy,24.11,1.371,11.88,High
Basrah Heavy,20.16,1.763,20.12,High
Basrah Heavy,27.01,1.37,25.28,Medium
Bonny Light,42.93,0.717,10.0,Low
Basrah Heavy,25.85,1.401,10.42,Medium
Bonny Light,43.55,0.205,10.0,Low
Basrah Heavy,30.2,1.269,11.25,Medium
Basrah Heavy,29.19,2.384,30.66,Medium
Basrah Heavy,23.35,1.572,20.75,Medium
Basrah Heavy,27.19,1.219,16.73,Medium
Ural,28.32,1.212,40.59,Medium
Arab Light,35.54,1.089,21.14,Low
Basrah Heavy,25.66,1.363,10.0,Medium
Ural,32.88,0.622,10.0,Low
Arab Light,29.19,1.022,36.93,Medium
Bonny Light,39.29,0.633,13.99,Low
Bonny Light,39.79,0.742,12.06,Low
Ural,30.6,0.981,18.38,Low
Ural,32.49,0.976,10.0,Low
Ural,37.62,0.766,13.69,Low
Arab Light,34.4,0.731,23.57,Low
Ural,29.64,1.225,16.52,Medium
Basrah Heavy,22.14,2.054,21.68,High
Ural,32.75,0.704,10.0,Low
Bonny Light,40.71,0.62,20.83,Low
Basrah Heavy,25.06,1.063,19.85,Medium
Ural,30.95,0.812,35.62,Low
Bonny Light,41.66,0.393,30.15,Low
Basrah Heavy,25.72,2.444,27.04,High
Arab Light,34.21,0.533,17.56,Low
Bonny Light,35.1,0.778,12.11,Low
Bonny Light,43.33,0.385,10.0,Low
Basrah Heavy,23.91,2.454,24.45,High
Basrah Heavy,27.22,2.5,24.14,High
Ural,31.03,1.014,25.99,Medium
Basrah Heavy,24.95,1.89,20.21,High
Basrah Heavy,29.15,1.254,16.25,Low
Basrah Heavy,24.13,1.561,23.9,High
Basrah Heavy,21.17,1.988,26.69,Medium
Arab Light,31.55,0.656,14.65,Low
Ural,29.11,1.277,30.06,Low
Arab Light,29.63,1.481,16.71,Medium
Ural,32.41,0.805,10.39,Low
Arab Light,33.8,1.172,10.0,Low
Basrah Heavy,25.65,0.83,20.39,Medium
Basrah Heavy,27.22,1.467,25.44,High
Basrah Heavy,22.82,2.5,38.76,High
Basrah Heavy,25.66,1.407,18.42,High
Basrah Heavy,20.99,1.291,18.57,Medium
Basrah Heavy,23.91,0.99,25.3,Medium
Basrah Heavy,22.64,1.963,21.69,High
Ural,30.14,1.706,22.96,High
Arab Light,34.76,0.919,26.98,Low
Bonny Light,43.27,0.334,15.4,Low
Ural,31.39,0.586,11.25,Low
Arab Light,35.05,0.959,24.8,Low
Basrah Heavy,24.07,1.273,18.65,High
Arab Light,35.81,0.697,22.88,Low
Basrah Heavy,25.91,2.5,31.77,High
